lga_id,lga,state,zone,intervento,nome,costo,eff_pp,bambini,ratio,bambini_eff,ordine
59680162B18672795330723,Askira Uba,Borno,North East,almajiri,Integrazione scuola coranica-curriculum formale,713772.0,2.99,1776.45,0.0,1243.51,2
59680162B53174064204838,Rogo,Kano,North West,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,1445008.0,3.98,3598.36,0.0,2518.85,2
59680162B12426298681132,Tsafe,Zamfara,North West,wash,Servizi igienici femminili separati + acqua,1570545.0,3.74,3920.04,0.0,2744.03,2
59680162B13498430232382,Jega,Kebbi,North West,wash,Servizi igienici femminili separati + acqua,574635.0,3.76,1438.95,0.0,1007.27,2
59680162B48034518845808,Sakaba,Kebbi,North West,wash,Servizi igienici femminili separati + acqua,1776330.0,3.77,4462.72,0.0,3123.9,2
59680162B74336355497846,Biriniwa,Jigawa,North West,almajiri,Integrazione scuola coranica-curriculum formale,227004.0,3.02,570.71,0.0,399.5,2
59680162B65118596491840,Hawul,Borno,North East,almajiri,Integrazione scuola coranica-curriculum formale,189816.0,3.03,479.81,0.0,335.87,2
59680162B87154562016330,Rimi,Katsina,North West,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,410016.0,4.05,1037.64,0.0,726.35,2
59680162B7305913438202,Gwadabawa,Sokoto,North West,wash,Servizi igienici femminili separati + acqua,913260.0,3.81,2317.76,0.0,1622.43,2
59680162B91454305469147,Zango,Katsina,North West,almajiri,Integrazione scuola coranica-curriculum formale,766452.0,3.05,1950.37,0.0,1365.26,2
59680162B85493721249292,Shinkafi,Zamfara,North West,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,835904.0,4.07,2128.57,0.0,1490.0,2
59680162B12953009585437,Babura,Jigawa,North West,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,281120.0,4.08,716.18,0.0,501.32,2
59680162B60875368726655,Sanga,Kaduna,North West,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,370560.0,4.09,946.43,0.0,662.5,2
59680162B90037113183568,Gujba,Yobe,North East,almajiri,Integrazione scuola coranica-curriculum formale,443220.0,3.07,1134.96,0.0,794.47,2
59680162B43366957039329,Gwaram,Jigawa,North West,cct,Trasferimenti monetari condizionati,2681070.0,8.73,6887.25,0.0,4821.08,2
59680162B97880726687240,Kumbotso,Kano,North West,almajiri,Integrazione scuola coranica-curriculum formale,305712.0,3.12,795.93,0.0,557.15,2
59680162B24316958669382,Fagge,Kano,North West,cct,Trasferimenti monetari condizionati,693464.0,8.86,1807.93,0.0,1265.55,2
59680162B77220990792423,Makarfi,Kaduna,North West,wash,Servizi igienici femminili separati + acqua,408345.0,3.94,1071.46,0.0,750.02,2
59680162B46553103488347,Rimin Gado,Kano,North West,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,926768.0,4.22,2442.64,0.0,1709.85,2
59680162B40051654285197,Yorro,Taraba,North East,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,369856.0,4.25,983.31,0.0,688.32,2
59680162B60349541451220,Dutsi,Katsina,North West,wash,Servizi igienici femminili separati + acqua,1057425.0,4.0,2819.33,0.0,1973.53,2
59680162B13073760931893,Gombi,Adamawa,North East,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,246960.0,4.34,669.95,0.0,468.96,2
59680162B31064170938287,Kaugama,Jigawa,North West,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,1712224.0,4.36,4661.83,0.0,3263.28,2
59680162B96995039930644,Dange Shuni,Sokoto,North West,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,1301952.0,4.37,3553.76,0.0,2487.63,2
59680162B63355484795141,Jaba,Kaduna,North West,wash,Servizi igienici femminili separati + acqua,555060.0,4.11,1519.72,0.0,1063.81,2
59680162B86414227144381,Buji,Jigawa,North West,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,814096.0,4.41,2243.73,0.0,1570.61,2
59680162B62375507242594,Kura,Kano,North West,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,1009088.0,4.42,2785.81,0.0,1950.06,2
59680162B20432910054227,Goronyo,Sokoto,North West,wash,Servizi igienici femminili separati + acqua,159870.0,4.14,441.56,0.0,309.09,2
59680162B13157392837231,Karim Lamido,Taraba,North East,wash,Servizi igienici femminili separati + acqua,697485.0,4.15,1929.5,0.0,1350.65,2
59680162B89355923746110,Abadam,Borno,North East,wash,Servizi igienici femminili separati + acqua,514785.0,4.16,1426.1,0.0,998.27,2
59680162B41504820717654,Roni,Jigawa,North West,wash,Servizi igienici femminili separati + acqua,549360.0,4.16,1523.27,0.0,1066.29,2
59680162B19433829654146,Mashi,Katsina,North West,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,558592.0,4.49,1568.94,0.0,1098.26,2
59680162B91492845849591,Sokoto North,Sokoto,North West,wash,Servizi igienici femminili separati + acqua,323055.0,4.24,912.8,0.0,638.96,2
59680162B54666922464494,Sandamu,Katsina,North West,wash,Servizi igienici femminili separati + acqua,270915.0,4.24,766.03,0.0,536.22,2
59680162B10083289652159,Kafur,Katsina,North West,wash,Servizi igienici femminili separati + acqua,931035.0,4.24,2633.09,0.0,1843.17,2
59680162B88365177272018,Tsanyawa,Kano,North West,wash,Servizi igienici femminili separati + acqua,355005.0,4.25,1005.28,0.0,703.7,2
59680162B93375949891062,Dan Musa,Katsina,North West,wash,Servizi igienici femminili separati + acqua,990630.0,4.27,2819.99,0.0,1973.99,2
59680162B83966420631158,Guyuk,Adamawa,North East,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,724256.0,4.56,2062.09,0.0,1443.46,2
59680162B97642938083661,Dawakin Tofa,Kano,North West,almajiri,Integrazione scuola coranica-curriculum formale,324408.0,3.42,925.22,0.0,647.65,2
59680162B42687104490462,Danja,Katsina,North West,wash,Servizi igienici femminili separati + acqua,841635.0,4.32,2426.68,0.0,1698.67,2
59680162B43671986122418,Gudu,Sokoto,North West,wash,Servizi igienici femminili separati + acqua,1163925.0,4.36,3382.19,0.0,2367.53,2
59680162B84612216171504,Hong,Adamawa,North East,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,159648.0,4.7,469.1,0.0,328.37,2
59680162B75348496545912,Bakori,Katsina,North West,wash,Servizi igienici femminili separati + acqua,619845.0,4.5,1857.61,0.0,1300.33,2
59680162B51390103580898,Minjibir,Kano,North West,wash,Servizi igienici femminili separati + acqua,416685.0,4.55,1263.08,0.0,884.16,2
59680162B47779539071975,Yauri,Kebbi,North West,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,598464.0,5.0,1870.2,0.0,1309.14,2
59680162B20372712773645,Oturkpo,Benue,North Central,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,788704.0,3.72,1832.39,0.0,1832.39,1
59680162B20254719160886,Sabuwa,Katsina,North West,almajiri,Integrazione scuola coranica-curriculum formale,114492.0,2.85,272.01,0.0,272.01,1
59680162B66631777088899,Isa,Sokoto,North West,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,300736.0,3.8,714.56,0.0,714.56,1
59680162B26521045145337,Numan,Adamawa,North East,wash,Servizi igienici femminili separati + acqua,89865.0,3.65,218.4,0.0,218.4,1
59680162B43215766185997,Kaltungo,Gombe,North East,almajiri,Integrazione scuola coranica-curriculum formale,820092.0,2.94,2008.68,0.0,2008.68,1
59680162B35628626888177,Dandi,Kebbi,North West,wash,Servizi igienici femminili separati + acqua,476415.0,3.68,1170.17,0.0,1170.17,1
59680162B41420170912929,Ganye,Adamawa,North East,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,948928.0,3.93,2333.02,0.0,2333.02,1
59680162B79463473975333,Birnin Gwari,Kaduna,North West,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,467520.0,3.94,1152.45,0.0,1152.45,1
59680162B67238968218645,Tarmuwa,Yobe,North East,wash,Servizi igienici femminili separati + acqua,812055.0,3.71,2008.18,0.0,2008.18,1
59680162B63010488329613,Tafa,Niger,North Central,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,723920.0,3.98,1802.28,0.0,1802.28,1
59680162B29257457515537,Machina,Yobe,North East,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,678400.0,3.99,1691.43,0.0,1691.43,1
59680162B27422550871896,Damboa,Borno,North East,wash,Servizi igienici femminili separati + acqua,670035.0,3.74,1671.07,0.0,1671.07,1
59680162B30447030328077,Gagarawa,Jigawa,North West,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,416448.0,3.99,1039.44,0.0,1039.44,1
59680162B45442733436767,Aleiro,Kebbi,North West,wash,Servizi igienici femminili separati + acqua,643215.0,3.75,1606.57,0.0,1606.57,1
59680162B86116731035265,Gassol,Taraba,North East,almajiri,Integrazione scuola coranica-curriculum formale,541836.0,3.0,1354.05,0.0,1354.05,1
59680162B43558777101724,Bukkuyum,Zamfara,North West,cct,Trasferimenti monetari condizionati,1294686.0,8.5,3237.0,0.0,3237.0,1
59680162B98747212970025,Dambatta,Kano,North West,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,251024.0,4.01,628.9,0.0,628.9,1
59680162B64690225464412,Kaura Namoda,Zamfara,North West,almajiri,Integrazione scuola coranica-curriculum formale,441132.0,3.01,1106.93,0.0,1106.93,1
59680162B43637132059207,Gamawa,Bauchi,North East,cct,Trasferimenti monetari condizionati,720018.0,8.54,1809.48,0.0,1809.48,1
59680162B19874744513454,Kunchi,Kano,North West,almajiri,Integrazione scuola coranica-curriculum formale,1300884.0,3.03,3289.36,0.0,3289.36,1
59680162B12574760496394,Ikara,Kaduna,North West,almajiri,Integrazione scuola coranica-curriculum formale,630144.0,3.04,1595.46,0.0,1595.46,1
59680162B73440349718888,Mai'Adua,Katsina,North West,wash,Servizi igienici femminili separati + acqua,300240.0,3.8,760.59,0.0,760.59,1
59680162B89404589930000,Kagarko,Kaduna,North West,cct,Trasferimenti monetari condizionati,1875848.0,8.62,4753.74,0.0,4753.74,1
59680162B61760155439631,Girei,Adamawa,North East,almajiri,Integrazione scuola coranica-curriculum formale,349584.0,3.05,887.53,0.0,887.53,1
59680162B60516342630503,Dutsin Ma,Katsina,North West,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,289280.0,4.06,734.75,0.0,734.75,1
59680162B27261417712833,Ingawa,Katsina,North West,wash,Servizi igienici femminili separati + acqua,1834110.0,5.47,6683.22,0.0,4678.26,2
59680162B96182902271382,Gwarzo,Kano,North West,wash,Servizi igienici femminili separati + acqua,574560.0,3.83,1465.63,0.0,1465.63,1
59680162B91304502238334,Katsina,Katsina,North West,almajiri,Integrazione scuola coranica-curriculum formale,473736.0,3.06,1208.97,0.0,1208.97,1
59680162B70265669805684,Shiroro,Niger,North Central,wash,Servizi igienici femminili separati + acqua,136170.0,3.83,347.53,0.0,347.53,1
59680162B87372052025364,Maradun,Zamfara,North West,wash,Servizi igienici femminili separati + acqua,1983750.0,3.85,5087.09,0.0,5087.09,1
59680162B797578221173,Wurno,Sokoto,North West,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,799648.0,4.11,2054.92,0.0,2054.92,1
59680162B15317000449503,Ifelodun,Kwara,North Central,wash,Servizi igienici femminili separati + acqua,376005.0,3.86,966.69,0.0,966.69,1
59680162B84327981884458,Tudun Wada,Kano,North West,almajiri,Integrazione scuola coranica-curriculum formale,366720.0,3.09,944.81,0.0,944.81,1
59680162B52281011363885,Gada,Sokoto,North West,wash,Servizi igienici femminili separati + acqua,595110.0,3.86,1533.36,0.0,1533.36,1
59680162B7305913438202,Gwadabawa,Sokoto,North West,almajiri,Integrazione scuola coranica-curriculum formale,730608.0,3.09,1883.25,0.0,1883.25,1
59680162B46455483877403,Bunkure,Kano,North West,wash,Servizi igienici femminili separati + acqua,355290.0,3.88,918.55,0.0,918.55,1
59680162B54095353953704,Kibiya,Kano,North West,cct,Trasferimenti monetari condizionati,2283338.0,8.79,5905.13,0.0,5905.13,1
59680162B41078826165134,Kiri Kasama,Jigawa,North West,almajiri,Integrazione scuola coranica-curriculum formale,346944.0,3.11,899.16,0.0,899.16,1
59680162B53228015633193,Tangaza,Sokoto,North West,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,417408.0,4.15,1081.94,0.0,1081.94,1
59680162B62255786160615,Kogi,Kogi,North Central,wash,Servizi igienici femminili separati + acqua,428295.0,3.89,1110.36,0.0,1110.36,1
59680162B63960569375521,Anka,Zamfara,North West,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,503088.0,4.15,1306.34,0.0,1306.34,1
59680162B66628176907248,Mayo-Belwa,Adamawa,North East,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,372320.0,4.16,967.82,0.0,967.82,1
59680162B10627743467335,Bursari,Yobe,North East,almajiri,Integrazione scuola coranica-curriculum formale,164796.0,3.12,428.67,0.0,428.67,1
59680162B27876975276040,Kala Balge,Borno,North East,wash,Servizi igienici femminili separati + acqua,790125.0,3.91,2058.77,0.0,2058.77,1
59680162B37340403082689,Batagarawa,Katsina,North West,trasporto,Trasporto scolastico e aule satellite,460944.0,7.06,1204.56,0.0,1204.56,1
59680162B94726154492089,Bassa,Plateau,North Central,trasporto,Trasporto scolastico e aule satellite,1547775.0,7.08,4058.86,0.0,4058.86,1
59680162B87534880716336,Gashaka,Taraba,North East,wash,Servizi igienici femminili separati + acqua,516630.0,3.94,1357.41,0.0,1357.41,1
59680162B33448314455063,Lere,Kaduna,North West,cct,Trasferimenti monetari condizionati,1429190.0,8.94,3759.71,0.0,3759.71,1
59680162B46976557303871,Bunza,Kebbi,North West,wash,Servizi igienici femminili separati + acqua,172305.0,3.96,454.73,0.0,454.73,1
59680162B87731060313783,Sumaila,Kano,North West,wash,Servizi igienici femminili separati + acqua,160275.0,3.96,423.23,0.0,423.23,1
59680162B19484855656708,Baure,Katsina,North West,almajiri,Integrazione scuola coranica-curriculum formale,353112.0,3.18,934.87,0.0,934.87,1
59680162B7261312330016,Adavi,Kogi,North Central,wash,Servizi igienici femminili separati + acqua,1415940.0,3.98,3753.55,0.0,3753.55,1
59680162B18982121994254,Wukari,Taraba,North East,almajiri,Integrazione scuola coranica-curriculum formale,983436.0,3.18,2607.56,0.0,2607.56,1
59680162B30817931145163,Balanga,Gombe,North East,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,761520.0,4.26,2026.19,0.0,2026.19,1
59680162B18672795330723,Askira Uba,Borno,North East,wash,Servizi igienici femminili separati + acqua,892215.0,4.0,2376.83,0.0,2376.83,1
59680162B20020413332718,Mafa,Borno,North East,almajiri,Integrazione scuola coranica-curriculum formale,705996.0,3.2,1881.56,0.0,1881.56,1
59680162B56865757670534,Dala,Kano,North West,almajiri,Integrazione scuola coranica-curriculum formale,826224.0,3.2,2204.33,0.0,2204.33,1
59680162B7149387462115,Sabon Gari,Kaduna,North West,wash,Servizi igienici femminili separati + acqua,337395.0,4.02,903.14,0.0,903.14,1
59680162B90957738044815,Yankwashi,Jigawa,North West,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,286912.0,4.28,768.11,0.0,768.11,1
59680162B89203090045374,Lavun,Niger,North Central,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,1543888.0,4.29,4135.67,0.0,4135.67,1
59680162B32856652540007,Chibok,Borno,North East,wash,Servizi igienici femminili separati + acqua,599805.0,4.02,1607.64,0.0,1607.64,1
59680162B8258215962885,Darazo,Bauchi,North East,almajiri,Integrazione scuola coranica-curriculum formale,291252.0,3.22,780.9,0.0,780.9,1
59680162B73114171000075,Bichi,Kano,North West,wash,Servizi igienici femminili separati + acqua,243870.0,4.03,655.92,0.0,655.92,1
59680162B31936578466171,Monguno,Borno,North East,wash,Servizi igienici femminili separati + acqua,409635.0,4.05,1106.01,0.0,1106.01,1
59680162B45761287530482,Demsa,Adamawa,North East,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,1610560.0,4.33,4362.68,0.0,4362.68,1
59680162B46612932493253,Albasu,Kano,North West,cct,Trasferimenti monetari condizionati,1879350.0,9.22,5095.81,0.0,5095.81,1
59680162B21692666530817,Safana,Katsina,North West,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,640304.0,4.34,1738.01,0.0,1738.01,1
59680162B74336355497846,Biriniwa,Jigawa,North West,wash,Servizi igienici femminili separati + acqua,283755.0,4.07,770.7,0.0,770.7,1
59680162B31817043180897,Shani,Borno,North East,almajiri,Integrazione scuola coranica-curriculum formale,999636.0,3.26,2715.66,0.0,2715.66,1
59680162B72495617993590,Mikang,Plateau,North Central,trasporto,Trasporto scolastico e aule satellite,512190.0,7.34,1392.73,0.0,1392.73,1
59680162B13073760931893,Gombi,Adamawa,North East,wash,Servizi igienici femminili separati + acqua,231525.0,4.11,633.79,0.0,633.79,1
59680162B98222207712503,Bali,Taraba,North East,almajiri,Integrazione scuola coranica-curriculum formale,479760.0,3.29,1313.47,0.0,1313.47,1
59680162B69095881694103,Gboko,Benue,North Central,wash,Servizi igienici femminili separati + acqua,710790.0,4.12,1951.18,0.0,1951.18,1
59680162B2967434957315,Giwa,Kaduna,North West,wash,Servizi igienici femminili separati + acqua,893850.0,4.14,2469.14,0.0,2469.14,1
59680162B86414227144381,Buji,Jigawa,North West,almajiri,Integrazione scuola coranica-curriculum formale,610572.0,3.34,1701.59,0.0,1701.59,1
59680162B15311652495769,Kaga,Borno,North East,wash,Servizi igienici femminili separati + acqua,872550.0,4.18,2433.14,0.0,2433.14,1
59680162B82734256395858,Sardauna,Taraba,North East,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,1529680.0,4.47,4269.15,0.0,4269.15,1
59680162B65219804693248,Ngala,Borno,North East,almajiri,Integrazione scuola coranica-curriculum formale,441876.0,3.36,1237.49,0.0,1237.49,1
59680162B23595872951211,Shagari,Sokoto,North West,wash,Servizi igienici femminili separati + acqua,516630.0,4.21,1448.35,0.0,1448.35,1
59680162B39799007570945,Hadejia,Jigawa,North West,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,538880.0,4.49,1511.78,0.0,1511.78,1
59680162B40051654285197,Yorro,Taraba,North East,almajiri,Integrazione scuola coranica-curriculum formale,277392.0,3.38,781.81,0.0,781.81,1
59680162B86357482908219,Lafia,Nasarawa,North Central,wash,Servizi igienici femminili separati + acqua,483315.0,4.25,1368.02,0.0,1368.02,1
59680162B27389948970996,Illela,Sokoto,North West,almajiri,Integrazione scuola coranica-curriculum formale,269760.0,3.41,766.08,0.0,766.08,1
59680162B31064170938287,Kaugama,Jigawa,North West,almajiri,Integrazione scuola coranica-curriculum formale,1284168.0,3.41,3649.18,0.0,3649.18,1
59680162B1898458611197,Makoda,Kano,North West,almajiri,Integrazione scuola coranica-curriculum formale,612204.0,3.41,1739.73,0.0,1739.73,1
59680162B91029831757376,Dambam,Bauchi,North East,almajiri,Integrazione scuola coranica-curriculum formale,559536.0,3.42,1592.83,0.0,1592.83,1
59680162B65118596491840,Hawul,Borno,North East,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,253088.0,4.56,721.24,0.0,721.24,1
59680162B83966420631158,Guyuk,Adamawa,North East,wash,Servizi igienici femminili separati + acqua,678990.0,4.32,1953.55,0.0,1953.55,1
59680162B83800309048446,Gubio,Borno,North East,wash,Servizi igienici femminili separati + acqua,712185.0,4.33,2056.01,0.0,2056.01,1
59680162B97880726687240,Kumbotso,Kano,North West,wash,Servizi igienici femminili separati + acqua,382140.0,4.33,1103.3,0.0,1103.3,1
59680162B85493721249292,Shinkafi,Zamfara,North West,wash,Servizi igienici femminili separati + acqua,783660.0,4.35,2271.35,0.0,2271.35,1
59680162B25890229119009,Bagudu,Kebbi,North West,almajiri,Integrazione scuola coranica-curriculum formale,471288.0,3.49,1370.12,0.0,1370.12,1
59680162B81014786719276,Vandeikya,Benue,North Central,almajiri,Integrazione scuola coranica-curriculum formale,186792.0,3.5,544.77,0.0,544.77,1
59680162B80813578140782,Gusau,Zamfara,North West,almajiri,Integrazione scuola coranica-curriculum formale,582864.0,3.5,1700.11,0.0,1700.11,1
59680162B23965546094498,Dandume,Katsina,North West,wash,Servizi igienici femminili separati + acqua,627090.0,4.39,1835.45,0.0,1835.45,1
59680162B5525087107293,Oyun,Kwara,North Central,wash,Servizi igienici femminili separati + acqua,866460.0,4.4,2540.48,0.0,2540.48,1
59680162B23949108035203,Ajaokuta,Kogi,North Central,wash,Servizi igienici femminili separati + acqua,454845.0,4.4,1334.78,0.0,1334.78,1
59680162B10083289652159,Kafur,Katsina,North West,almajiri,Integrazione scuola coranica-curriculum formale,744828.0,3.52,2187.54,0.0,2187.54,1
59680162B85303802109421,Gurara,Niger,North Central,wash,Servizi igienici femminili separati + acqua,184830.0,4.41,543.18,0.0,543.18,1
59680162B91492845849591,Sokoto North,Sokoto,North West,almajiri,Integrazione scuola coranica-curriculum formale,258444.0,3.54,762.5,0.0,762.5,1
59680162B57364751970918,Lamurde,Adamawa,North East,wash,Servizi igienici femminili separati + acqua,1293480.0,4.43,3816.62,0.0,3816.62,1
59680162B60638866528984,Kirfi,Bauchi,North East,almajiri,Integrazione scuola coranica-curriculum formale,216552.0,3.54,639.07,0.0,639.07,1
59680162B82996162763265,Song,Adamawa,North East,almajiri,Integrazione scuola coranica-curriculum formale,158544.0,3.55,468.45,0.0,468.45,1
59680162B37281482686762,Wamba,Nasarawa,North Central,wash,Servizi igienici femminili separati + acqua,1182630.0,4.43,3496.1,0.0,3496.1,1
59680162B88365177272018,Tsanyawa,Kano,North West,almajiri,Integrazione scuola coranica-curriculum formale,284004.0,3.55,839.86,0.0,839.86,1
59680162B51925471610757,Faskari,Katsina,North West,almajiri,Integrazione scuola coranica-curriculum formale,766632.0,3.55,2268.12,0.0,2268.12,1
59680162B24430291126178,Dawakin Kudu,Kano,North West,trasporto,Trasporto scolastico e aule satellite,772767.0,8.0,2289.68,0.0,2289.68,1
59680162B46553103488347,Rimin Gado,Kano,North West,almajiri,Integrazione scuola coranica-curriculum formale,695076.0,3.56,2060.32,0.0,2060.32,1
59680162B90037113183568,Gujba,Yobe,North East,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,590960.0,4.75,1753.84,0.0,1753.84,1
59680162B60875368726655,Sanga,Kaduna,North West,almajiri,Integrazione scuola coranica-curriculum formale,277920.0,3.57,826.55,0.0,826.55,1
59680162B46313771844948,Toungo,Adamawa,North East,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,1011952.0,4.76,3013.25,0.0,3013.25,1
59680162B72659245241320,Kaduna North,Kaduna,North West,almajiri,Integrazione scuola coranica-curriculum formale,212316.0,3.59,635.56,0.0,635.56,1
59680162B84224544107566,Kaura,Kaduna,North West,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,379328.0,4.79,1135.9,0.0,1135.9,1
59680162B89701706643364,Silame,Sokoto,North West,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,754496.0,4.79,2259.84,0.0,2259.84,1
59680162B47761767082139,Soba,Kaduna,North West,almajiri,Integrazione scuola coranica-curriculum formale,164040.0,3.6,491.8,0.0,491.8,1
59680162B43366957039329,Gwaram,Jigawa,North West,almajiri,Integrazione scuola coranica-curriculum formale,946260.0,3.6,2842.41,0.0,2842.41,1
59680162B13670821264537,Karu,Nasarawa,North Central,almajiri,Integrazione scuola coranica-curriculum formale,361536.0,3.61,1087.85,0.0,1087.85,1
59680162B34961354684930,Maiyama,Kebbi,North West,almajiri,Integrazione scuola coranica-curriculum formale,251196.0,3.61,756.48,0.0,756.48,1
59680162B48034518845808,Sakaba,Kebbi,North West,almajiri,Integrazione scuola coranica-curriculum formale,1421064.0,3.62,4288.69,0.0,4288.69,1
59680162B88504568355174,Konduga,Borno,North East,wash,Servizi igienici femminili separati + acqua,603120.0,4.57,1836.49,0.0,1836.49,1
59680162B13157392837231,Karim Lamido,Taraba,North East,almajiri,Integrazione scuola coranica-curriculum formale,557988.0,3.65,1699.14,0.0,1699.14,1
59680162B25728635468586,Tureta,Sokoto,North West,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,316848.0,4.9,970.77,0.0,970.77,1
59680162B89355923746110,Abadam,Borno,North East,almajiri,Integrazione scuola coranica-curriculum formale,411828.0,3.69,1265.33,0.0,1265.33,1
59680162B66631777088899,Isa,Sokoto,North West,almajiri,Integrazione scuola coranica-curriculum formale,225552.0,3.69,693.23,0.0,693.23,1
59680162B97642938083661,Dawakin Tofa,Kano,North West,wash,Servizi igienici femminili separati + acqua,405510.0,4.61,1247.59,0.0,1247.59,1
59680162B48786148420785,Tafawa-Balewa,Bauchi,North East,almajiri,Integrazione scuola coranica-curriculum formale,670260.0,3.69,2063.49,0.0,2063.49,1
59680162B76704120420691,Damaturu,Yobe,North East,almajiri,Integrazione scuola coranica-curriculum formale,373320.0,3.7,1151.2,0.0,1151.2,1
59680162B51570410917379,Garko,Kano,North West,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,1389296.0,4.97,4312.67,0.0,4312.67,1
