poverta_minorile,alfab_femminile,distanza_scuola_km,rapporto_alunni_ins,servizi_igienici_f,accesso_stradale,lavoro_minorile,eventi_conflitto,shock_climatico,scuola_coranica,acqua_potabile,spesa_edu_procapite,lga_id
0.0,19.0,0.0,0.0,0.0,0.0,54.2,0.0,14.9,1.3,10.7,0.0,59680162B13650355505793
0.0,0.0,19.7,0.0,35.2,0.0,0.0,0.0,3.2,34.3,0.0,7.6,59680162B13670821264537
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59680162B14133510851755
0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.7,52.3,0.0,0.0,0.0,59680162B14261849329471
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59680162B14302921886514
19.9,2.1,0.0,0.0,8.3,11.9,12.0,0.0,1.4,33.0,11.3,0.0,59680162B14319741144045
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,59680162B14374608149112
0.0,0.0,0.0,0.0,0.0,28.9,0.0,0.0,16.0,0.0,49.5,5.6,59680162B14396821090751
0.0,0.0,4.9,11.0,0.0,1.8,60.7,0.0,0.0,3.5,16.2,1.9,59680162B14415495238729
0.0,74.3,0.0,0.0,16.9,0.0,0.0,0.0,8.7,0.0,0.0,0.0,59680162B1443452948914
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,59680162B14530293305891
19.2,0.0,6.5,7.5,6.8,7.1,12.8,1.8,4.6,30.2,3.5,0.0,59680162B14541309037731
0.0,0.0,0.0,25.8,0.0,0.0,0.0,50.3,12.4,2.7,8.8,0.0,59680162B1470225488806
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59680162B1513568068009
8.4,16.4,9.1,10.1,0.1,12.7,12.7,5.6,3.0,8.1,13.3,0.3,59680162B15165581574851
15.3,16.8,0.1,0.0,13.6,12.4,13.3,7.2,4.0,6.9,9.4,0.9,59680162B15311652495769
1.6,0.0,0.0,0.0,0.0,0.0,0.0,46.0,2.0,0.0,50.4,0.0,59680162B15317000449503
33.7,0.0,0.0,0.0,0.0,43.7,0.0,0.0,10.9,0.0,11.7,0.0,59680162B15406999540209
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59680162B15532351721986
46.8,0.0,0.0,0.0,43.0,0.0,0.0,0.0,2.2,0.0,0.0,8.0,59680162B15951041920960
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,59680162B15998169506024
0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,78.6,0.0,0.0,0.0,59680162B16294292751838
0.0,0.0,0.0,15.3,3.5,7.4,8.6,43.9,14.8,4.4,0.0,2.2,59680162B1638752109374
13.8,37.3,0.0,16.9,6.5,0.0,6.3,0.0,8.1,0.9,9.7,0.4,59680162B16574916896740
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,59680162B16609728895319
0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,76.4,0.0,0.0,7.0,59680162B16701148271715
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59680162B16893313163973
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,59680162B16963737840115
33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.1,0.0,0.0,18.4,59680162B173222965225
28.7,15.8,12.9,0.0,9.4,12.7,9.0,0.0,0.5,0.0,8.1,2.8,59680162B17489209533224
0.0,0.0,0.0,0.0,0.0,0.0,49.7,0.0,32.1,0.0,0.0,18.2,59680162B17520648889441
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59680162B17555212909244
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59680162B17719625697929
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59680162B17778966736574
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59680162B17793632216798
0.0,0.0,0.0,0.0,0.0,57.7,21.2,0.0,3.9,0.0,17.1,0.0,59680162B17891920174093
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59680162B18196869714953
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,59680162B18488232241930
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59680162B18578493945657
12.9,22.3,0.5,0.0,18.4,10.2,11.9,0.0,3.1,13.0,7.7,0.0,59680162B18672795330723
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59680162B18924931802221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,59680162B18977545928744
11.6,26.9,8.2,0.0,14.7,1.9,0.0,9.6,4.6,13.7,6.4,2.4,59680162B18982121994254
13.8,28.5,10.8,2.1,8.2,9.7,6.3,1.2,1.5,13.4,4.5,0.0,59680162B1898458611197
0.0,0.0,0.0,0.0,23.9,0.0,19.2,0.0,56.8,0.0,0.0,0.0,59680162B18997887117478
9.5,24.7,0.7,11.5,1.3,0.0,15.9,0.0,1.0,25.0,8.8,1.7,59680162B19163785016026
43.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.8,59680162B19335323694639
0.0,0.0,42.9,0.0,38.1,19.0,0.0,0.0,0.0,0.0,0.0,0.0,59680162B1935816053049
0.0,41.6,10.2,6.8,0.0,0.0,12.0,2.0,1.7,23.4,0.0,2.4,59680162B19433829654146
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59680162B19467626863877
17.1,22.2,5.6,3.8,3.2,18.7,3.6,0.0,4.7,11.1,9.2,0.8,59680162B19484855656708
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59680162B19485775159758
8.0,16.3,3.3,5.3,7.1,10.3,17.4,0.0,2.6,25.7,3.2,0.8,59680162B19523503473687
12.9,13.8,4.9,6.1,7.2,7.6,13.1,0.0,3.0,20.5,9.5,1.3,59680162B19536521240899
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,59680162B19549725656045
18.2,18.1,7.9,3.2,13.1,19.1,1.2,0.0,2.1,10.9,6.2,0.0,59680162B19874744513454
10.0,23.3,5.3,7.1,6.8,5.6,10.0,1.0,2.3,24.6,2.8,1.1,59680162B20002653395444
15.1,14.2,3.3,0.0,11.1,10.4,5.4,16.9,5.3,13.4,3.1,1.9,59680162B20020413332718
13.6,28.9,9.3,6.8,1.8,0.5,5.9,1.5,4.1,27.2,0.5,0.0,59680162B20086286793745
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59680162B2017456399117
1.6,27.3,0.0,13.5,12.4,15.4,12.1,0.0,4.4,13.1,0.0,0.3,59680162B20254719160886
0.0,72.8,0.6,0.0,0.0,10.3,0.0,6.9,0.0,0.0,0.0,9.5,59680162B20372712773645
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59680162B20429116941940
5.6,29.7,0.4,0.0,8.1,5.3,15.4,0.0,3.5,16.8,14.9,0.4,59680162B20432910054227
17.8,16.1,5.2,11.6,1.5,0.0,3.1,16.5,5.6,11.1,10.4,1.1,59680162B20780696540875
8.6,12.5,8.7,8.6,4.2,11.6,8.8,3.8,3.5,23.3,6.4,0.0,59680162B21010588258079
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,59680162B21053239387442
0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,59680162B21067903036313
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,59680162B21074533395167
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59680162B21108805782195
0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9,0.1,0.0,0.0,0.0,59680162B21216344152794
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59680162B21365932465956
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,59680162B21498960785654
21.6,38.6,0.0,7.7,0.0,0.0,3.8,3.1,11.1,3.3,10.9,0.0,59680162B21673152212894
11.9,46.2,0.4,18.4,9.3,0.0,3.3,0.0,5.7,0.0,3.8,1.0,59680162B21692666530817
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59680162B21986463159939
8.6,24.8,0.0,15.5,13.4,0.0,3.6,17.5,9.7,6.0,0.0,1.0,59680162B22484757822523
0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,92.2,0.0,0.0,0.0,59680162B22561739962750
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,59680162B22633527707210
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59680162B2266540401620
0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,45.6,0.0,0.0,31.4,59680162B22876202690460
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59680162B2298430697284
0.0,0.0,35.3,0.0,0.0,0.0,0.0,24.1,40.5,0.0,0.0,0.0,59680162B23155718085687
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3,0.0,0.0,69.7,59680162B23369049466603
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59680162B2351853936587
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,59680162B23543460253472
14.2,21.3,0.0,0.6,12.3,17.7,6.4,8.8,1.2,5.5,11.8,0.0,59680162B23595872951211
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,59680162B23598949397905
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59680162B23671729796425
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59680162B23843497952419
0.0,0.0,13.7,0.0,19.3,0.0,0.8,21.5,19.3,0.0,25.4,0.0,59680162B23949108035203
9.2,15.9,4.0,1.6,0.6,0.0,0.0,36.9,3.1,19.4,9.2,0.0,59680162B23952502219543
6.6,17.3,3.6,5.5,10.5,15.1,13.6,1.1,6.4,6.6,12.8,1.0,59680162B23965546094498
14.7,0.0,54.3,5.3,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59680162B23991224305955
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59680162B24000905354670
5.0,28.1,1.9,2.0,2.9,15.9,4.6,4.8,4.6,23.8,6.3,0.0,59680162B24147659958725
20.1,24.4,0.7,4.2,3.2,6.6,10.2,19.9,0.8,9.3,0.0,0.7,59680162B24167581171767
22.0,23.4,4.3,1.2,4.3,22.0,10.9,1.4,3.3,6.1,1.1,0.0,59680162B24203265637376
23.6,11.0,9.5,0.0,12.5,0.0,16.3,1.4,2.5,18.2,4.2,0.8,59680162B24316958669382
0.1,23.1,6.3,0.0,20.7,3.1,15.2,18.9,12.6,0.0,0.0,0.0,59680162B24409102010221
5.7,0.0,19.2,12.9,8.8,28.8,0.0,0.0,6.3,15.7,0.0,2.5,59680162B24430291126178
0.0,0.0,0.0,0.0,0.0,36.2,4.8,0.0,51.3,0.0,0.0,7.8,59680162B24434385919413
10.0,27.1,3.8,2.2,8.4,7.7,13.6,0.0,2.9,15.5,8.7,0.2,59680162B24502748844916
20.4,29.6,5.3,3.5,5.6,9.4,12.1,0.0,2.8,6.8,2.7,1.7,59680162B24550873512487
0.0,0.0,16.8,0.0,19.9,24.2,39.1,0.0,0.0,0.0,0.0,0.0,59680162B24636018787341
17.8,10.6,2.4,9.7,12.9,4.8,10.3,1.2,4.4,19.9,5.8,0.0,59680162B24840578600877
0.0,0.0,0.0,0.0,0.0,32.1,0.0,24.1,43.8,0.0,0.0,0.0,59680162B24857715869577
15.0,0.0,0.0,0.0,0.0,40.5,0.0,0.0,0.0,0.0,44.5,0.0,59680162B25032665557199
33.0,33.8,0.0,0.0,0.6,0.0,17.7,12.7,2.2,0.0,0.0,0.0,59680162B2505789698133
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,59680162B2512996274201
0.0,0.0,0.0,0.0,0.0,0.0,8.9,27.6,63.5,0.0,0.0,0.0,59680162B25131261753844
0.0,0.0,0.0,0.0,91.2,0.0,0.0,0.0,0.0,0.0,0.0,8.8,59680162B25214275797379
14.1,12.9,6.8,3.3,14.4,2.2,8.7,6.6,0.0,26.9,2.6,1.7,59680162B25309364748934
0.0,0.0,27.5,10.7,0.0,0.0,0.0,0.0,1.2,57.1,0.0,3.5,59680162B25446485561557
18.2,43.8,6.2,10.0,10.6,2.3,4.7,0.0,0.0,1.2,2.9,0.0,59680162B25728635468586
20.7,19.4,3.2,19.1,0.0,2.4,7.7,0.0,3.5,20.7,0.0,3.3,59680162B25890229119009
25.0,14.1,4.9,2.6,0.0,1.3,5.6,13.1,8.3,21.1,4.0,0.0,59680162B26282391091652
12.7,0.0,5.8,13.2,17.5,2.4,4.2,27.0,1.3,6.2,8.0,1.6,59680162B26521045145337
13.5,17.4,6.8,9.3,8.4,8.2,7.3,0.0,2.4,18.0,8.5,0.3,59680162B26576505992161
0.0,0.0,16.5,6.5,0.0,0.0,0.0,0.0,44.6,22.0,0.0,10.4,59680162B26648923761656
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59680162B26854390786792
0.0,0.0,0.0,57.8,38.2,0.0,0.0,0.0,3.9,0.0,0.0,0.0,59680162B26925253941931
16.2,25.4,5.4,5.1,0.0,2.6,3.4,0.0,6.8,26.7,8.5,0.0,59680162B26946733152657
0.5,7.0,0.0,11.8,15.3,0.0,0.8,0.0,5.0,31.0,25.9,2.8,59680162B27261417712833
0.0,15.7,5.3,6.2,2.1,15.7,22.6,0.0,1.8,16.9,10.7,2.9,59680162B27389948970996
14.4,2.6,0.0,2.8,4.7,8.6,20.7,12.3,4.4,10.7,16.7,2.2,59680162B27422550871896
18.0,20.0,10.6,5.0,4.7,15.1,2.3,1.3,3.2,9.4,10.3,0.0,59680162B27639129809368
0.0,0.0,0.0,0.0,0.0,0.0,92.5,0.0,0.0,0.0,0.0,7.5,59680162B27814311157346
18.9,16.8,4.2,2.4,11.8,4.3,10.4,9.7,4.6,8.8,8.2,0.0,59680162B27876975276040
3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.9,0.0,0.0,11.2,59680162B27901935497545
3.3,23.3,8.7,2.0,0.0,14.8,8.7,12.2,5.9,7.6,11.4,2.2,59680162B27926848768432
7.8,9.2,24.9,6.0,3.3,0.0,5.6,16.4,2.7,14.1,8.4,1.7,59680162B28016750993437
19.1,0.0,0.0,17.3,11.2,2.6,0.0,33.0,8.8,0.0,6.0,2.0,59680162B28106531466158
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,59680162B28193395760126
12.8,24.1,7.1,2.4,0.0,9.5,26.7,10.0,4.1,1.0,0.0,2.3,59680162B28239494939120
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.6,0.0,23.4,0.0,59680162B2835516393243
20.3,27.8,0.0,11.7,4.9,3.1,19.0,1.8,3.1,7.6,0.3,0.4,59680162B28367664307560
17.1,6.2,8.1,2.0,13.5,4.8,14.3,1.8,1.2,12.6,18.4,0.0,59680162B2846194934808
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,59680162B28595276838631
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,59680162B28606864431003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59680162B28710912427622
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,59680162B28887917480980
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,59680162B28903777440270
0.0,0.0,0.0,58.3,0.0,0.0,0.0,0.0,19.4,0.0,0.0,22.3,59680162B2904770846082
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,59680162B29085579275088
10.1,28.7,6.5,1.1,0.0,12.2,12.2,7.4,4.9,8.6,7.0,1.1,59680162B29257457515537
0.0,0.0,0.0,0.0,0.0,0.0,65.7,0.0,0.0,0.0,0.0,34.3,59680162B29308605862653
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59680162B29331014496737
0.0,28.3,0.0,4.9,13.9,8.2,27.5,0.0,10.9,6.3,0.0,0.0,59680162B2944873791560
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59680162B29524904273451
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,59680162B29589714384573
10.5,16.1,6.7,5.2,5.7,12.6,8.6,0.0,3.5,7.7,21.4,2.1,59680162B2967434957315
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.8,0.0,0.0,0.2,59680162B29680565367836
0.0,0.0,0.0,0.0,0.0,0.0,40.6,0.0,59.4,0.0,0.0,0.0,59680162B29721937623471
31.7,32.7,6.7,0.0,0.0,7.9,16.9,0.0,0.6,0.0,0.7,2.8,59680162B29829764060990
9.1,13.1,4.6,0.2,0.0,0.0,25.4,26.7,0.9,10.3,7.2,2.5,59680162B29995960925404
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,59680162B30032590265448
0.0,4.1,16.6,19.7,15.6,0.0,12.5,12.0,16.1,0.0,0.0,3.2,59680162B30227281044650
26.4,37.3,6.1,6.0,0.0,7.4,3.7,2.1,1.8,6.5,0.0,2.7,59680162B30447030328077
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,59680162B30593466404451
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,59680162B30655337934726
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,59680162B30693560799830
56.0,0.0,0.0,0.0,0.0,0.0,39.1,0.0,4.9,0.0,0.0,0.0,59680162B30773772502776
0.0,0.0,0.0,52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,59680162B30773939854921
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8,0.0,43.9,8.3,59680162B30816727026324
8.8,33.2,3.6,0.0,4.3,7.2,12.6,22.8,3.0,0.0,4.5,0.0,59680162B30817931145163
10.2,8.1,7.6,1.9,6.0,7.1,19.3,12.7,3.6,11.0,11.5,1.2,59680162B30906229675123
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59680162B31003411858547
13.7,34.8,3.5,5.1,0.8,7.8,11.7,0.0,2.9,11.7,6.2,1.6,59680162B31064170938287
7.2,18.3,0.0,5.2,5.8,14.6,7.4,31.4,5.8,0.1,2.4,1.8,59680162B31090464189446
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,59680162B31217574251855
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,59680162B31302026198632
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59680162B31350853830247
8.1,19.3,4.7,5.7,4.8,9.8,17.0,3.5,2.6,22.5,1.2,0.8,59680162B31389051207927
0.0,0.0,0.0,0.0,0.0,59.3,0.0,0.0,40.7,0.0,0.0,0.0,59680162B31457176745984
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59680162B31759462460359
24.3,5.0,3.0,1.2,6.3,9.1,9.5,8.9,5.3,13.6,12.6,1.2,59680162B31817043180897
13.1,13.9,1.8,0.0,21.0,15.6,0.1,16.1,2.3,9.0,7.2,0.0,59680162B31936578466171
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.8,0.0,0.0,58.2,59680162B3222658090770
0.0,0.0,0.0,0.0,41.5,0.0,0.0,53.9,0.0,0.0,4.6,0.0,59680162B32427656470349
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.5,0.0,0.0,30.5,59680162B326996000256
3.0,30.6,0.0,11.3,17.7,1.8,16.1,7.6,6.7,0.0,5.2,0.0,59680162B32850327292174
24.0,26.5,0.7,2.0,17.4,3.7,0.0,10.0,4.1,3.5,8.2,0.0,59680162B32856652540007
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,59680162B32871052171758
0.0,0.0,0.0,0.0,0.0,0.0,47.9,0.0,36.5,0.0,0.0,15.6,59680162B32979491305099
0.0,0.0,0.0,60.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.7,59680162B3302114520233
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,59680162B33112577829488
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,59680162B33139344805421
16.3,21.8,7.1,4.9,15.4,2.9,9.7,0.0,1.1,7.0,13.8,0.0,59680162B33139882700556
0.0,0.0,0.0,0.0,0.0,0.0,56.6,8.5,27.6,0.0,0.0,7.2,59680162B33186191897384
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59680162B3334363185534
22.2,18.1,2.0,6.2,7.4,5.2,18.5,0.0,4.1,3.1,11.8,1.3,59680162B33448314455063
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,59680162B33769534671223
16.8,9.1,2.6,2.1,0.0,0.0,6.9,21.2,2.6,36.4,0.0,2.3,59680162B33775428128459
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,59680162B33788323646847
10.8,18.1,0.0,0.0,13.2,7.4,9.5,15.2,4.0,18.1,3.8,0.0,59680162B33993495702938
0.0,0.0,0.0,53.5,0.0,0.0,0.0,31.4,0.0,3.7,0.0,11.4,59680162B34366982763718
0.0,70.4,0.0,0.0,0.0,0.0,0.0,0.0,29.6,0.0,0.0,0.0,59680162B34682847069002
0.0,0.0,0.0,0.0,0.0,10.6,72.9,0.0,10.1,0.0,0.0,6.4,59680162B34726688570577
9.3,27.2,6.1,12.6,0.0,11.9,4.6,0.0,0.9,12.6,15.0,0.0,59680162B34961354684930
0.0,65.3,0.0,0.0,0.0,0.0,8.1,0.0,4.8,0.0,16.4,5.3,59680162B35305934518280
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59680162B35426409409773
21.3,18.2,3.5,12.3,11.1,3.6,0.0,2.1,2.7,12.0,13.2,0.0,59680162B35628626888177
16.5,37.7,0.0,5.8,0.0,3.9,0.0,16.1,9.8,8.7,0.0,1.4,59680162B35636298384814
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,59680162B35701990596564
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59680162B35912483761792
0.0,24.7,27.6,0.0,0.0,16.9,0.0,7.0,20.5,0.0,1.0,2.3,59680162B35933805912396
16.5,23.3,6.9,0.0,1.5,5.6,13.8,20.7,5.3,1.5,3.6,1.2,59680162B36028411577107
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,59680162B36139632039116
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59680162B36149280961759
0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,62.5,0.0,0.0,0.0,59680162B36304665045822
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.2,0.0,46.1,10.7,59680162B36423706884187
