lga_id,lga,state,zone,lat,lon,pop_6_11,urban,tasso_fuori_scuola,divario_genere_pp,oos_pred_2026,oos_pred_strutturale,risk_score,fascia,bambini_a_rischio,poverta_minorile,alfab_femminile,distanza_scuola_km,rapporto_alunni_ins,servizi_igienici_f,accesso_stradale,lavoro_minorile,eventi_conflitto,shock_climatico,scuola_coranica,acqua_potabile,spesa_edu_procapite
59680162B23965546094498,Dandume,Katsina,North West,11.42,7.222,41806,0,44.341,1.18,48.673,51.571,81.1,Alto,20348,82.343,39.922,4.21,65.678,24.139,19.065,37.538,2,93.143,25.491,32.915,17.716
59680162B23991224305955,Okene,Kogi,North Central,7.524,6.231,53912,0,35.847,1.5,25.105,27.944,41.8,Medio,13535,77.197,80.854,6.335,52.394,39.596,65.292,14.188,1,47.071,15.78,90.387,23.626
59680162B24000905354670,Ohaukwu,Ebonyi,South East,6.539,7.986,46573,0,14.85,0.46,7.669,10.94,12.8,Basso,3571,63.894,89.358,3.526,15.094,69.5,95.606,4.323,0,20.388,0.0,73.827,30.772
59680162B24147659958725,Yola South,Adamawa,North East,9.242,12.359,89331,0,51.766,1.44,48.582,47.594,81.0,Alto,43398,79.162,33.12,3.466,54.523,44.735,25.236,24.009,3,75.806,40.02,53.753,33.628
59680162B24167581171767,Bauchi,Bauchi,North East,10.252,9.951,36062,0,52.723,2.03,50.632,48.916,84.4,Alto,18259,96.959,33.95,3.122,60.8,43.365,44.591,31.579,8,55.74,27.541,77.813,19.787
59680162B24203265637376,Gwale,Kano,North West,11.976,8.476,9138,0,51.661,2.62,47.199,46.865,78.7,Alto,4313,95.777,38.641,4.133,52.591,42.174,13.254,30.528,2,67.938,23.415,65.446,29.712
59680162B24316958669382,Fagge,Kano,North West,12.033,8.517,20396,0,57.205,0.57,48.527,44.707,80.9,Alto,9898,97.153,50.627,5.62,42.403,26.057,85.28,36.241,2,63.949,34.086,58.959,19.802
59680162B24409102010221,Maiha,Adamawa,North East,9.863,13.15,19327,1,44.369,1.6,39.794,39.608,66.3,Medio,7691,74.054,46.757,4.062,48.967,24.129,56.757,29.41,5,92.752,13.791,71.592,24.123
59680162B24430291126178,Dawakin Kudu,Kano,North West,11.792,8.704,28621,1,38.376,2.22,38.386,37.946,64.0,Medio,10986,77.208,61.694,6.055,66.558,40.799,25.258,18.454,1,69.668,25.974,82.253,16.608
59680162B24434385919413,Ukanafun,Akwa Ibom,South South,4.902,7.589,18671,0,23.115,1.62,19.281,21.462,32.1,Basso,3600,73.041,83.689,0.755,39.718,58.433,55.691,19.17,0,69.42,0.0,71.557,21.05
59680162B24502748844916,Bakura,Zamfara,North West,12.568,5.866,18717,0,51.273,1.98,48.709,51.337,81.2,Alto,9117,87.119,26.625,4.334,56.525,28.654,39.006,38.149,0,71.076,36.307,43.351,22.514
59680162B24550873512487,Chikun,Kaduna,North West,10.425,7.314,25045,0,47.843,0.31,45.421,45.02,75.7,Alto,11376,91.971,35.734,4.263,56.88,40.765,42.932,30.441,1,63.881,23.342,62.58,16.491
59680162B24636018787341,Igalamela-Odolu,Kogi,North Central,7.036,7.096,85875,0,32.07,0.61,28.443,27.281,47.4,Medio,24425,64.325,63.331,3.627,41.075,44.82,53.207,25.161,1,31.728,1.751,68.416,25.4
59680162B24840578600877,Tarauni,Kano,North West,11.96,8.565,21641,0,49.81,3.22,48.803,48.723,81.3,Alto,10561,93.675,49.716,3.672,74.474,22.112,49.417,31.219,2,76.189,37.829,53.966,30.482
59680162B24857715869577,Logo,Benue,North Central,7.724,9.232,46547,0,22.045,-0.52,25.496,24.925,42.5,Medio,11868,69.257,63.918,0.512,36.813,57.2,57.181,12.403,2,63.892,11.261,79.641,30.981
59680162B25032665557199,Essien Udim,Akwa Ibom,South South,5.098,7.663,23779,0,25.756,1.4,22.856,23.221,38.1,Basso,5435,77.581,77.93,2.149,26.174,65.382,39.818,12.932,0,34.884,0.0,44.901,32.387
59680162B2505789698133,Kwande,Benue,North Central,6.742,9.414,9847,0,31.117,1.33,33.373,35.253,55.6,Medio,3286,86.823,48.32,2.868,44.015,50.288,68.689,26.308,3,55.618,15.793,75.127,31.562
59680162B2512996274201,Akoko South East,Ondo,South West,7.427,5.905,44335,1,0.8,-0.27,5.606,7.478,9.3,Basso,2485,56.555,99.0,1.105,36.44,76.936,96.424,8.19,0,37.625,0.0,86.164,18.733
59680162B25131261753844,Etung,Cross River,South South,5.857,8.795,21521,1,16.82,1.14,13.652,14.451,22.8,Basso,2938,60.576,87.748,1.212,42.53,85.567,99.0,19.291,2,67.321,7.191,80.003,35.125
59680162B25214275797379,Ado-Ekiti,Ekiti,South West,7.616,5.235,127675,0,22.831,-2.06,13.619,16.243,22.7,Basso,17388,67.382,94.543,0.2,24.005,37.108,73.133,15.623,0,36.262,0.0,75.914,20.465
59680162B25309364748934,Maru,Zamfara,North West,11.68,6.338,68504,0,42.893,3.98,45.514,43.358,75.9,Alto,31179,84.615,51.701,4.39,55.498,28.987,57.539,25.921,3,48.492,36.206,63.607,17.368
59680162B25446485561557,Gwer West,Benue,North Central,7.588,8.208,20725,1,31.349,0.03,24.333,23.904,40.6,Medio,5043,67.039,64.845,3.515,51.643,58.079,95.142,2.048,1,51.551,21.924,69.339,22.327
59680162B25728635468586,Tureta,Sokoto,North West,12.519,5.495,19803,0,35.862,2.2,45.747,45.515,76.2,Alto,9059,91.493,20.23,4.619,71.877,30.284,56.262,23.756,0,50.239,19.038,61.756,28.561
59680162B25890229119009,Bagudu,Kebbi,North West,11.317,3.831,39274,1,31.679,0.47,35.576,37.752,59.3,Medio,13972,84.955,51.142,3.396,73.123,56.272,58.411,23.282,1,60.667,27.862,73.957,15.166
59680162B26282391091652,Zaki,Bauchi,North East,12.196,10.238,67423,0,41.479,-0.4,44.062,40.107,73.4,Alto,29708,90.223,52.181,3.825,53.621,66.875,59.296,22.784,4,79.005,30.331,62.225,35.364
59680162B26521045145337,Numan,Adamawa,North East,9.467,11.846,5991,1,42.511,0.76,34.307,38.793,57.2,Medio,2055,81.38,66.621,3.872,67.462,30.373,58.107,21.455,6,55.137,21.188,57.763,19.143
59680162B26576505992161,Kazaure,Jigawa,North West,12.67,8.435,37062,0,49.822,-0.13,49.694,48.409,82.8,Alto,18418,88.653,42.688,5.058,73.035,32.388,41.581,27.449,1,64.752,35.634,47.726,21.97
59680162B26648923761656,Ogbadibo,Benue,North Central,7.022,7.686,23525,1,27.075,-0.31,23.44,25.62,39.1,Basso,5514,57.787,62.013,3.416,51.36,55.811,76.778,15.768,1,75.994,20.099,86.91,18.197
59680162B26854390786792,Ibadan South East,Oyo,South West,7.355,3.904,37446,1,4.2,0.77,6.52,4.406,10.9,Basso,2441,43.256,82.903,1.221,32.061,93.208,92.058,1.611,0,33.246,0.0,96.645,32.844
59680162B26925253941931,Yagba West,Kogi,North Central,8.276,5.556,38454,1,14.105,-1.47,17.214,16.244,28.7,Basso,6619,63.235,96.798,0.935,56.696,46.78,66.681,12.274,1,52.141,3.534,87.182,41.314
59680162B26946733152657,Kukawa,Borno,North East,13.102,13.73,54551,0,43.352,3.15,43.014,44.248,71.7,Alto,23464,87.732,40.171,4.227,59.76,54.058,56.371,21.911,1,81.048,38.408,52.288,25.852
59680162B27261417712833,Ingawa,Katsina,North West,12.614,8.111,122274,1,41.68,1.54,42.335,40.071,70.6,Alto,51765,74.338,56.556,2.665,68.034,30.172,66.277,19.413,0,68.399,36.672,30.521,14.63
59680162B27389948970996,Illela,Sokoto,North West,13.671,5.31,22480,0,37.871,-1.69,46.783,41.383,78.0,Alto,10517,66.094,49.868,4.028,60.341,47.673,35.753,36.935,1,57.977,29.151,50.78,13.221
59680162B27422550871896,Damboa,Borno,North East,11.048,12.725,44669,0,51.578,0.67,47.193,46.982,78.7,Alto,21081,88.081,58.639,2.804,56.063,41.587,42.63,40.939,5,73.439,27.431,32.546,13.211
59680162B27639129809368,Ajingi,Kano,North West,11.959,9.034,28216,0,53.963,2.33,46.705,47.398,77.8,Alto,13178,92.263,41.456,6.033,61.415,41.12,27.339,21.303,2,68.169,26.571,45.317,27.358
59680162B27814311157346,Ife North,Osun,South West,7.39,4.46,15076,0,15.42,-2.46,13.726,14.868,22.9,Basso,2069,60.851,90.99,1.882,47.879,82.352,73.339,23.575,0,35.526,0.0,84.558,21.925
59680162B27876975276040,Kala Balge,Borno,North East,11.905,14.454,52675,0,49.042,5.42,47.188,51.141,78.6,Alto,24856,97.581,40.778,4.421,56.577,21.113,49.381,32.873,5,80.711,27.906,45.682,30.378
59680162B27901935497545,Port-Harcourt,Rivers,South South,4.782,7.018,7817,1,10.731,-0.11,14.145,17.266,23.6,Basso,1106,74.241,85.628,0.2,28.887,77.198,73.892,3.167,1,77.779,10.949,69.415,20.345
59680162B27926848768432,Takum,Taraba,North East,7.055,9.807,46942,0,46.026,0.82,46.7,46.258,77.8,Alto,21922,77.251,38.694,5.418,54.23,63.008,28.843,28.227,5,81.541,24.804,43.374,13.108
59680162B28016750993437,Rabah,Sokoto,North West,12.994,5.796,35894,1,46.019,-0.97,37.837,38.302,63.1,Medio,13581,78.066,56.476,6.665,56.923,47.359,68.293,21.954,4,58.341,24.541,58.408,19.387
59680162B28106531466158,Fika,Yobe,North East,11.346,11.252,32888,1,40.204,0.35,37.416,38.106,62.4,Medio,12305,85.102,66.28,1.461,72.968,37.637,57.899,18.569,7,77.623,17.724,60.209,17.858
59680162B28193395760126,Olorunda,Osun,South West,7.866,4.576,28065,1,7.1,-3.0,2.499,2.685,4.2,Basso,701,47.932,99.0,0.637,17.25,89.85,99.0,10.724,0,53.863,0.0,99.0,32.624
59680162B28239494939120,Zuru,Kebbi,North West,11.44,5.27,70466,1,36.141,0.96,37.667,37.555,62.8,Medio,26542,80.269,49.603,3.917,52.451,57.772,50.822,33.112,3,61.504,18.406,72.838,18.167
59680162B2835516393243,Ohimini,Benue,North Central,7.258,7.947,51854,1,13.844,-3.0,15.546,15.807,25.9,Basso,8061,58.819,74.083,2.475,45.999,97.548,74.68,9.655,1,57.381,0.0,66.971,30.853
59680162B28367664307560,Kano Municipal,Kano,North West,11.984,8.527,31981,1,38.432,3.33,43.248,42.404,72.1,Alto,13831,89.446,40.529,2.286,70.345,43.317,55.992,34.634,2,63.475,23.198,67.2,22.175
59680162B2846194934808,Gwoza,Borno,North East,11.151,13.534,54040,0,48.311,1.68,43.257,43.596,72.1,Alto,23376,87.178,56.458,4.707,53.259,29.731,53.014,30.853,2,55.975,26.731,37.279,26.431
59680162B28595276838631,Afikpo South,Ebonyi,South East,5.835,7.785,73864,0,6.803,-0.85,14.362,12.992,23.9,Basso,10609,49.631,81.914,0.378,48.108,84.743,82.264,7.063,1,46.184,4.994,79.938,15.595
59680162B28606864431003,Ndokwa West,Delta,South South,5.826,6.416,46967,1,6.354,0.26,11.999,6.062,20.0,Basso,5636,60.509,99.0,0.686,24.273,75.547,99.0,7.514,0,40.167,0.0,95.818,23.655
59680162B28710912427622,Ife Central,Osun,South West,7.54,4.539,13627,1,0.8,-2.72,3.871,3.601,6.5,Basso,528,45.139,99.0,1.484,41.034,84.443,98.977,8.695,0,47.642,0.0,99.0,52.651
59680162B28887917480980,Ogba/Egbema/Ndoni,Rivers,South South,5.434,6.635,33171,1,11.678,-2.8,11.285,8.669,18.8,Basso,3743,52.659,99.0,0.2,32.824,80.114,66.523,0.5,1,68.744,0.0,73.741,38.748
59680162B28903777440270,Kokona,Nasarawa,North Central,8.805,8.059,53955,1,14.43,-0.97,17.185,18.05,28.6,Basso,9272,60.007,85.016,1.858,44.494,61.637,80.952,5.954,1,77.205,9.358,67.955,23.751
59680162B2904770846082,Etsako East,Edo,South South,7.188,6.516,58664,1,11.663,1.62,13.355,10.864,22.3,Basso,7835,55.515,99.0,1.673,60.04,62.119,83.435,0.5,0,58.779,3.503,97.36,15.289
59680162B29085579275088,Ethiope East,Delta,South South,5.694,5.96,67750,0,13.54,0.44,17.503,16.238,29.2,Basso,11858,66.009,81.954,0.847,41.211,75.107,72.283,8.031,1,60.963,7.798,99.0,25.404
59680162B29257457515537,Machina,Yobe,North East,13.044,10.044,42400,0,49.27,2.35,47.09,48.646,78.5,Alto,19966,85.613,29.064,5.062,52.763,64.27,30.194,34.096,4,80.539,26.816,50.462,17.261
59680162B29308605862653,Ikwo,Ebonyi,South East,6.099,8.196,127201,1,9.462,-1.23,5.677,8.651,9.5,Basso,7222,42.233,99.0,0.653,33.445,75.645,99.0,21.58,1,42.196,0.0,72.44,17.146
59680162B29331014496737,Obokun,Osun,South West,7.779,4.761,32205,1,2.494,-3.0,6.686,5.972,11.1,Basso,2153,56.964,99.0,1.495,36.306,91.031,95.565,1.971,0,50.944,0.0,85.442,25.631
59680162B2944873791560,Kwami,Gombe,North East,10.493,11.163,11555,1,28.862,0.73,35.683,36.3,59.5,Medio,4123,73.454,48.701,1.561,54.861,38.126,52.973,32.354,1,76.645,20.539,68.133,28.689
59680162B29524904273451,Abaji,FCT,North Central,8.855,6.828,53267,1,15.035,-1.01,20.581,17.413,34.3,Basso,10963,56.247,80.984,2.063,49.16,65.348,64.648,17.635,1,39.93,2.211,84.773,25.88
59680162B29589714384573,Aniocha South,Delta,South South,6.142,6.477,34544,1,17.312,-1.61,11.858,9.836,19.8,Basso,4096,52.165,86.715,0.2,46.764,84.713,82.978,12.306,0,70.229,0.0,99.0,24.346
59680162B2967434957315,Giwa,Kaduna,North West,11.052,7.329,59590,0,49.821,0.65,45.831,45.567,76.4,Alto,27311,83.506,46.878,4.665,60.652,40.427,35.98,27.31,1,67.777,24.285,25.924,14.353
59680162B29680565367836,Ikpoba-Okha,Edo,South South,6.185,5.658,37200,0,16.998,1.44,19.067,21.425,31.8,Basso,7093,69.688,78.594,1.594,39.102,55.992,70.766,17.694,1,90.326,0.0,82.705,23.583
59680162B29721937623471,Abeokuta North,Ogun,South West,7.245,3.199,37689,1,6.091,-3.0,4.963,8.721,8.3,Basso,1871,41.086,81.329,0.863,30.522,85.018,99.0,19.067,0,52.853,7.113,99.0,24.341
59680162B29829764060990,Pategi,Kwara,North Central,8.65,5.794,38500,0,37.712,0.81,28.366,33.883,47.3,Medio,10921,90.657,44.439,3.927,45.522,75.2,52.036,28.495,1,52.589,0.0,67.009,16.389
59680162B29995960925404,Kurmi,Taraba,North East,7.258,10.7,69828,1,52.225,0.26,39.608,41.493,66.0,Medio,27658,80.569,51.918,3.864,50.016,56.485,64.455,38.738,7,54.57,24.671,56.545,14.783
59680162B30032590265448,Ikot Abasi,Akwa Ibom,South South,4.611,7.622,28512,0,15.157,-0.14,16.561,15.259,27.6,Basso,4722,63.243,83.414,0.328,31.371,59.628,90.691,13.032,1,61.932,9.208,98.112,30.855
59680162B30227281044650,Marte,Borno,North East,12.448,13.868,31055,1,46.475,3.4,34.305,35.028,57.2,Medio,10653,70.665,59.456,4.876,68.383,37.858,61.56,24.4,3,85.379,11.417,71.647,17.142
59680162B30447030328077,Gagarawa,Jigawa,North West,12.484,9.519,26028,0,45.217,-0.58,41.635,41.487,69.4,Alto,10837,91.4,37.202,4.078,58.898,53.919,50.366,21.445,2,57.153,21.815,68.756,14.912
59680162B30593466404451,Kolokuma/Opokuma,Bayelsa,South South,5.064,6.245,17660,1,10.661,-0.42,9.528,11.394,15.9,Basso,1683,57.203,87.6,0.802,17.25,68.764,93.385,12.549,0,79.925,3.815,77.393,38.844
59680162B30655337934726,Yala,Cross River,South South,6.665,8.535,30280,1,4.458,-1.73,8.042,10.141,13.4,Basso,2435,59.176,94.837,0.419,24.698,86.54,72.507,7.7,0,61.51,5.391,80.142,26.945
59680162B30693560799830,Akoko North East,Ondo,South West,7.562,5.906,71967,1,1.371,-1.41,3.074,0.657,5.1,Basso,2212,50.129,99.0,0.2,17.25,99.0,90.163,0.5,0,21.366,0.0,99.0,22.502
59680162B30773772502776,Tai,Rivers,South South,4.756,7.26,20055,0,23.856,-0.91,18.689,21.789,31.1,Basso,3748,79.689,76.637,1.009,38.873,66.696,82.961,23.144,0,53.658,4.552,73.665,24.191
59680162B30773939854921,Ughelli South,Delta,South South,5.349,5.918,34892,0,14.341,0.74,18.724,18.495,31.2,Basso,6533,67.069,82.423,2.559,54.43,77.697,65.324,8.291,0,45.6,9.064,91.915,14.672
59680162B30816727026324,Ogoja,Cross River,South South,6.522,8.693,77120,0,29.06,-0.73,20.578,18.948,34.3,Basso,15869,72.529,91.008,2.782,41.535,53.654,80.722,4.295,1,63.457,0.0,63.05,21.638
59680162B30817931145163,Balanga,Gombe,North East,9.821,11.702,47595,0,44.241,2.17,46.09,46.557,76.8,Alto,21937,82.808,28.897,3.949,49.208,42.037,45.405,32.559,8,66.4,14.079,58.061,25.756
59680162B30906229675123,Misau,Bauchi,North East,11.386,10.463,15308,0,54.3,1.07,43.046,46.489,71.7,Alto,6589,83.704,53.658,5.012,53.849,39.205,46.361,38.813,5,68.665,27.397,44.253,18.167
59680162B31003411858547,Ayamelum,Anambra,South East,6.552,6.981,60712,1,12.162,-2.67,7.826,7.699,13.0,Basso,4751,68.085,99.0,0.2,49.645,81.225,99.0,5.633,0,22.071,0.926,94.947,25.647
59680162B31064170938287,Kaugama,Jigawa,North West,12.558,9.747,107014,0,47.97,3.86,51.118,52.881,85.2,Alto,54703,92.533,15.33,4.297,65.824,48.512,37.919,36.078,1,71.8,32.256,49.567,13.232
59680162B31090464189446,Madagali,Adamawa,North East,10.791,13.5,45515,1,44.044,0.5,42.023,45.547,70.0,Alto,19127,80.887,44.198,2.339,61.197,39.627,30.384,26.508,10,80.048,18.003,62.935,15.316
59680162B31217574251855,Igbo-Eze North,Enugu,South East,7.005,7.459,65052,1,0.8,-1.42,4.703,6.569,7.8,Basso,3059,59.442,99.0,0.2,27.879,99.0,95.562,14.651,0,49.923,5.538,99.0,18.944
59680162B31302026198632,Nkwerre,Imo,South East,5.768,7.101,28081,0,4.35,-1.79,11.448,9.249,19.1,Basso,3215,59.545,99.0,0.461,24.972,94.903,78.226,2.052,0,27.349,14.858,80.379,18.981
59680162B31350853830247,Nnewi South,Anambra,South East,5.966,6.963,17988,1,8.753,-0.94,7.96,7.876,13.3,Basso,1432,61.912,99.0,0.761,28.213,70.343,99.0,18.543,0,41.199,0.0,99.0,38.324
59680162B31389051207927,Kafin Hausa,Jigawa,North West,12.157,9.982,31318,0,54.406,1.31,50.843,53.716,84.7,Alto,15923,85.25,34.962,4.818,68.202,37.212,31.015,44.735,3,69.593,46.379,64.185,17.979
59680162B31457176745984,Ahoada West,Rivers,South South,5.021,6.496,27027,0,15.673,1.71,21.014,19.284,35.0,Basso,5679,68.145,86.951,1.619,35.615,60.585,46.996,12.464,0,73.999,0.0,76.758,29.79
59680162B31759462460359,Saki East,Oyo,South West,8.69,3.611,52020,0,5.446,0.72,9.791,8.874,16.3,Basso,5093,50.71,87.277,0.2,36.29,77.728,99.0,10.927,0,50.979,0.0,86.379,31.559
59680162B31817043180897,Shani,Borno,North East,10.199,11.912,83303,0,47.77,0.59,44.838,46.762,74.7,Alto,37351,97.261,56.47,3.737,52.333,38.698,41.957,28.73,4,77.503,29.688,41.798,18.241
59680162B31936578466171,Monguno,Borno,North East,12.578,13.628,27309,0,42.347,0.2,46.388,42.712,77.3,Alto,12668,83.797,50.974,3.285,43.015,19.033,35.335,18.915,5,60.118,24.02,56.214,26.531
59680162B3222658090770,Abakaliki,Ebonyi,South East,6.264,8.249,16702,1,5.934,-3.0,5.646,6.499,9.4,Basso,943,65.046,99.0,0.2,23.416,98.728,86.437,5.974,1,55.341,1.645,99.0,18.049
59680162B32427656470349,Esan South-East,Edo,South South,6.578,6.488,39287,0,12.608,0.9,16.455,17.029,27.4,Basso,6465,63.932,90.552,0.2,38.279,48.682,67.51,5.545,2,41.275,3.077,67.519,36.626
59680162B326996000256,Lokoja,Kogi,North Central,8.248,6.547,23513,1,20.611,-2.11,17.332,17.532,28.9,Basso,4075,64.42,82.169,2.644,49.551,82.771,89.95,14.633,0,64.861,17.292,94.484,17.963
59680162B32850327292174,Kachia,Kaduna,North West,9.857,7.689,47649,1,33.211,2.46,37.826,38.728,63.0,Medio,18024,75.952,41.915,2.704,66.628,27.684,58.68,30.146,3,73.531,8.936,60.566,37.897
59680162B32856652540007,Chibok,Borno,North East,10.837,12.851,39987,0,42.249,1.69,43.665,44.61,72.8,Alto,17460,94.501,39.147,3.073,53.731,20.848,54.15,18.539,4,69.429,20.625,52.723,34.218
59680162B32871052171758,Onuimo,Imo,South East,5.775,7.244,19438,1,12.317,-0.08,9.574,12.893,16.0,Basso,1861,67.128,86.739,0.93,43.093,71.043,83.844,22.389,0,21.811,0.0,99.0,38.708
59680162B32979491305099,Oshimili South,Delta,South South,6.128,6.73,12951,0,14.325,0.24,14.787,15.014,24.6,Basso,1915,65.466,94.394,1.243,41.931,74.1,76.17,19.993,0,55.369,0.0,81.834,21.932
59680162B3302114520233,Izzi,Ebonyi,South East,6.538,8.278,20709,1,20.547,0.44,12.572,13.833,21.0,Basso,2604,52.179,67.287,0.2,50.487,66.679,98.072,14.606,1,45.838,0.0,99.0,22.631
59680162B33112577829488,Osisioma Ngwa,Abia,South East,5.171,7.33,44162,0,5.587,0.67,7.679,10.747,12.8,Basso,3391,56.95,87.787,0.751,43.117,72.84,94.406,0.5,1,52.669,0.0,67.928,61.945
59680162B33139344805421,Badagry,Lagos,South West,6.447,2.967,45680,1,8.834,-2.71,5.384,5.184,9.0,Basso,2459,51.657,99.0,0.2,38.075,89.557,98.211,13.296,0,44.677,0.0,99.0,18.713
59680162B33139882700556,Kware,Sokoto,North West,13.156,5.294,85853,0,50.614,1.46,45.825,49.34,76.4,Alto,39342,93.159,36.21,5.335,63.163,14.25,53.693,31.234,0,57.667,25.388,32.852,24.817
59680162B33186191897384,Edu,Kwara,North Central,8.935,5.206,67999,1,30.738,0.94,19.866,20.259,33.1,Basso,13508,56.834,84.436,2.337,36.461,67.131,66.007,28.612,2,73.908,0.0,69.532,18.04
59680162B3334363185534,Ogo Oluwa,Oyo,South West,7.976,4.222,22405,1,9.985,1.52,5.5,7.773,9.2,Basso,1232,46.756,76.814,0.2,46.203,69.691,93.358,0.5,0,36.679,0.903,99.0,41.797
59680162B33448314455063,Lere,Kaduna,North West,10.368,8.577,42035,0,44.367,4.1,48.115,45.076,80.2,Alto,20225,93.536,45.618,3.403,62.384,37.64,50.994,36.587,1,69.962,20.434,45.284,18.018
59680162B33769534671223,Nsit Atai,Akwa Ibom,South South,4.827,8.028,66964,1,8.146,-2.83,6.45,9.45,10.8,Basso,4319,64.977,99.0,1.23,35.22,79.838,98.776,14.931,0,78.524,0.0,96.271,35.304
59680162B33775428128459,Shira,Bauchi,North East,11.46,10.054,74290,1,48.862,0.82,40.08,41.575,66.8,Medio,29776,86.459,54.572,3.452,53.35,52.998,64.642,24.409,6,61.155,42.276,74.426,15.478
59680162B33788323646847,Umuahia South,Abia,South East,5.498,7.428,46192,0,5.243,-0.53,7.733,11.458,12.9,Basso,3572,52.487,79.963,0.2,40.201,92.962,85.423,13.365,0,33.571,6.126,88.805,21.778
59680162B33993495702938,Jalingo,Taraba,North East,8.932,11.34,97067,0,49.405,0.82,48.476,47.157,80.8,Alto,47054,85.136,42.961,1.808,46.702,23.307,44.323,29.529,6,72.409,34.821,59.407,25.587
59680162B34366982763718,Ado,Benue,North Central,6.764,8.021,36362,1,31.392,-0.87,24.27,23.997,40.5,Medio,8825,67.358,74.842,1.291,69.189,63.413,75.582,12.259,3,32.357,18.482,83.272,14.882
59680162B34682847069002,Gwagwalada,FCT,North Central,9.076,7.045,55579,1,23.448,-0.08,23.506,23.776,39.2,Basso,13065,73.046,58.51,1.687,41.157,59.534,74.069,7.83,1,56.904,17.301,89.482,41.304
59680162B34726688570577,Oruk Anam,Akwa Ibom,South South,4.824,7.695,8067,0,28.298,0.03,20.646,21.997,34.4,Basso,1666,63.072,93.402,2.497,47.972,71.307,57.748,30.455,1,58.739,11.918,80.639,19.044
59680162B34961354684930,Maiyama,Kebbi,North West,12.009,4.297,20933,0,52.519,1.84,52.561,52.487,87.6,Alto,11003,86.716,24.854,5.322,89.781,52.889,25.147,25.636,1,57.504,33.572,23.488,32.573
59680162B35305934518280,Keffi,Nasarawa,North Central,8.836,7.833,155912,0,24.856,-0.06,29.012,30.106,48.4,Medio,45234,67.331,45.184,2.275,41.915,60.967,76.235,21.013,1,57.366,10.781,58.892,17.092
59680162B35426409409773,Isiala Mbano,Imo,South East,5.667,7.114,84020,0,9.081,-2.9,8.317,9.724,13.9,Basso,6988,65.517,86.404,0.2,37.318,96.377,81.907,4.069,1,31.836,0.0,93.62,32.649
59680162B35628626888177,Dandi,Kebbi,North West,11.851,3.798,31761,0,39.11,3.32,44.484,40.914,74.1,Alto,14129,87.601,49.771,3.542,67.867,36.513,56.117,18.376,2,60.17,24.886,49.56,39.758
59680162B35636298384814,Lau,Taraba,North East,9.204,11.464,29935,1,29.144,0.97,38.493,37.417,64.2,Medio,11523,82.721,41.759,2.742,56.79,60.901,56.628,18.016,4,78.054,22.108,74.781,20.139
59680162B35701990596564,Ivo,Ebonyi,South East,5.918,7.615,20337,1,5.881,-2.25,6.62,6.078,11.0,Basso,1346,58.075,94.05,0.2,17.25,86.156,99.0,8.273,1,32.738,1.785,90.542,20.537
59680162B35912483761792,Etsako West,Edo,South South,7.005,6.288,37666,1,3.544,-1.76,7.752,7.881,12.9,Basso,2920,60.212,94.858,1.909,40.121,97.194,85.088,4.93,0,45.77,0.0,90.361,25.471
59680162B35933805912396,Mopa-Muro,Kogi,North Central,8.145,5.911,30271,0,32.609,-0.73,28.24,28.482,47.1,Medio,8549,73.619,56.426,4.461,25.551,64.279,53.944,18.187,2,71.818,1.512,67.348,21.456
59680162B36028411577107,Guzamala,Borno,North East,12.858,13.181,19836,0,47.77,2.76,44.652,46.067,74.4,Alto,8857,89.355,40.015,4.775,48.29,47.885,49.617,32.782,7,76.814,19.22,60.582,17.973
59680162B36139632039116,Ijebu North East,Ogun,South West,6.879,4.01,116769,1,8.936,1.24,4.949,5.628,8.2,Basso,5779,54.194,98.953,0.457,43.355,94.153,99.0,3.778,0,56.449,0.0,83.888,29.649
59680162B36149280961759,Nsukka,Enugu,South East,6.832,7.375,55734,1,2.881,-0.99,6.03,5.771,10.0,Basso,3361,56.015,93.177,0.667,29.737,88.663,99.0,8.81,0,29.764,5.873,99.0,40.743
59680162B36304665045822,Emuoha,Rivers,South South,4.924,6.781,37759,1,24.965,0.45,14.98,16.935,25.0,Basso,5656,66.233,99.0,0.815,43.73,46.858,69.738,7.824,1,67.928,8.002,79.525,23.814
59680162B36423706884187,Odukpani,Cross River,South South,5.246,8.098,37798,0,23.35,-1.04,18.495,19.852,30.8,Basso,6991,65.846,72.285,1.49,37.864,64.954,70.465,7.069,1,58.185,0.0,64.629,22.009
59680162B36558878931890,Nsit Ubium,Akwa Ibom,South South,4.758,7.944,43817,1,12.295,0.63,13.302,14.738,22.2,Basso,5829,59.507,84.63,0.2,49.425,84.839,90.276,13.832,3,42.182,5.452,79.231,19.25
59680162B36658267128816,Ethiope West,Delta,South South,5.909,5.778,25868,1,24.586,1.03,14.642,15.015,24.4,Basso,3788,58.02,79.21,0.2,36.615,61.904,70.745,15.807,2,45.472,0.0,99.0,21.017
59680162B36804655757784,Ikot Ekpene,Akwa Ibom,South South,5.201,7.71,37584,1,13.955,-2.69,12.739,11.837,21.2,Basso,4788,62.379,93.271,2.014,39.938,75.599,75.018,9.919,0,48.038,0.0,95.814,12.11
59680162B36976404849364,Ungogo,Kano,North West,12.042,8.443,33567,1,46.112,0.32,39.981,35.863,66.6,Medio,13421,72.46,60.958,4.092,78.406,38.654,68.215,24.953,1,51.104,32.288,78.268,17.907
